0 19900 39800 59700 79600 99500 119400 139300 159200 179100 199000 218900 238800 258700 278600 298500 318400 338300 358200 378100 398000 417900 437800 457700 477600 497500 517400 537300 557200 577100 597000 616900 636800 656700 676600 696500 716400 736300 756200 776100 796000 815900 835800 855700 875600 895500 915400 935300 955200 975100 995000 1014900 1034800 1054700 1074600 1094500 1114400 1134300 1154200 1174100 1194000 1213900 1233800 1253700 1273600 1293500 1313400 1333300 1353200 1373100 1393000 1412900 1432800 1452700 1472600 1492500 1512400 1532300 1552200 1572100 1592000 1611900 1631800 1651700 1671600 1691500 1711400 1731300 1751200 1771100 1791000 1810900 1830800 1850700 1870600 1890500 1910400 1930300 1950200 1970100 1990000 2009900 2029800 2049700 2069600 2089500 2109400 2129300 2149200 2169100 2189000 2208900 2228800 2248700 2268600 2288500 2308400 2328300 2348200 2368100 2388000 2407900 2427800 2447700 2467600 2487500 2507400 2527300 2547200 2567100 2587000 2606900 2626800 2646700 2666600 2686500 2706400 2726300 2746200 2766100 2786000 2805900 2825800 2845700 2865600 2885500 2905400 2925300 2945200 2965100 2985000 3004900 3024800 3044700 3064600 3084500 3104400 3124300 3144200 3164100 3184000 3203900 3223800 3243700 3263600 3283500 3303400 3323300 3343200 3363100 3383000 3402900 3422800 3442700 3462600 3482500 3502400 3522300 3542200 3562100 3582000 3601900 3621800 3641700 3661600 3681500 3701400 3721300 3741200 3761100 3781000 3800900 3820800 3840700 3860600 3880500 3900400 3920300 3940200 3960100
0 19900 39800 59700 79600 99500 119400 139300 159200 179100 199000 218900 238800 258700 278600 298500 318400 338300 358200 378100 398000 417900 437800 457700 477600 497500 517400 537300 557200 577100 597000 616900 636800 656700 676600 696500 716400 736300 756200 776100 796000 815900 835800 855700 875600 895500 915400 935300 955200 975100 995000 1014900 1034800 1054700 1074600 1094500 1114400 1134300 1154200 1174100 1194000 1213900 1233800 1253700 1273600 1293500 1313400 1333300 1353200 1373100 1393000 1412900 1432800 1452700 1472600 1492500 1512400 1532300 1552200 1572100 1592000 1611900 1631800 1651700 1671600 1691500 1711400 1731300 1751200 1771100 1791000 1810900 1830800 1850700 1870600 1890500 1910400 1930300 1950200 1970100 1990000 2009900 2029800 2049700 2069600 2089500 2109400 2129300 2149200 2169100 2189000 2208900 2228800 2248700 2268600 2288500 2308400 2328300 2348200 2368100 2388000 2407900 2427800 2447700 2467600 2487500 2507400 2527300 2547200 2567100 2587000 2606900 2626800 2646700 2666600 2686500 2706400 2726300 2746200 2766100 2786000 2805900 2825800 2845700 2865600 2885500 2905400 2925300 2945200 2965100 2985000 3004900 3024800 3044700 3064600 3084500 3104400 3124300 3144200 3164100 3184000 3203900 3223800 3243700 3263600 3283500 3303400 3323300 3343200 3363100 3383000 3402900 3422800 3442700 3462600 3482500 3502400 3522300 3542200 3562100 3582000 3601900 3621800 3641700 3661600 3681500 3701400 3721300 3741200 3761100 3781000 3800900 3820800 3840700 3860600 3880500 3900400 3920300 3940200 3960100
0 19900 39800 59700 79600 99500 119400 139300 159200 179100 199000 218900 238800 258700 278600 298500 318400 338300 358200 378100 398000 417900 437800 457700 477600 497500 517400 537300 557200 577100 597000 616900 636800 656700 676600 696500 716400 736300 756200 776100 796000 815900 835800 855700 875600 895500 915400 935300 955200 975100 995000 1014900 1034800 1054700 1074600 1094500 1114400 1134300 1154200 1174100 1194000 1213900 1233800 1253700 1273600 1293500 1313400 1333300 1353200 1373100 1393000 1412900 1432800 1452700 1472600 1492500 1512400 1532300 1552200 1572100 1592000 1611900 1631800 1651700 1671600 1691500 1711400 1731300 1751200 1771100 1791000 1810900 1830800 1850700 1870600 1890500 1910400 1930300 1950200 1970100 1990000 2009900 2029800 2049700 2069600 2089500 2109400 2129300 2149200 2169100 2189000 2208900 2228800 2248700 2268600 2288500 2308400 2328300 2348200 2368100 2388000 2407900 2427800 2447700 2467600 2487500 2507400 2527300 2547200 2567100 2587000 2606900 2626800 2646700 2666600 2686500 2706400 2726300 2746200 2766100 2786000 2805900 2825800 2845700 2865600 2885500 2905400 2925300 2945200 2965100 2985000 3004900 3024800 3044700 3064600 3084500 3104400 3124300 3144200 3164100 3184000 3203900 3223800 3243700 3263600 3283500 3303400 3323300 3343200 3363100 3383000 3402900 3422800 3442700 3462600 3482500 3502400 3522300 3542200 3562100 3582000 3601900 3621800 3641700 3661600 3681500 3701400 3721300 3741200 3761100 3781000 3800900 3820800 3840700 3860600 3880500 3900400 3920300 3940200 3960100
0 19900 39800 59700 79600 99500 119400 139300 159200 179100 199000 218900 238800 258700 278600 298500 318400 338300 358200 378100 398000 417900 437800 457700 477600 497500 517400 537300 557200 577100 597000 616900 636800 656700 676600 696500 716400 736300 756200 776100 796000 815900 835800 855700 875600 895500 915400 935300 955200 975100 995000 1014900 1034800 1054700 1074600 1094500 1114400 1134300 1154200 1174100 1194000 1213900 1233800 1253700 1273600 1293500 1313400 1333300 1353200 1373100 1393000 1412900 1432800 1452700 1472600 1492500 1512400 1532300 1552200 1572100 1592000 1611900 1631800 1651700 1671600 1691500 1711400 1731300 1751200 1771100 1791000 1810900 1830800 1850700 1870600 1890500 1910400 1930300 1950200 1970100 1990000 2009900 2029800 2049700 2069600 2089500 2109400 2129300 2149200 2169100 2189000 2208900 2228800 2248700 2268600 2288500 2308400 2328300 2348200 2368100 2388000 2407900 2427800 2447700 2467600 2487500 2507400 2527300 2547200 2567100 2587000 2606900 2626800 2646700 2666600 2686500 2706400 2726300 2746200 2766100 2786000 2805900 2825800 2845700 2865600 2885500 2905400 2925300 2945200 2965100 2985000 3004900 3024800 3044700 3064600 3084500 3104400 3124300 3144200 3164100 3184000 3203900 3223800 3243700 3263600 3283500 3303400 3323300 3343200 3363100 3383000 3402900 3422800 3442700 3462600 3482500 3502400 3522300 3542200 3562100 3582000 3601900 3621800 3641700 3661600 3681500 3701400 3721300 3741200 3761100 3781000 3800900 3820800 3840700 3860600 3880500 3900400 3920300 3940200 3960100
0 19900 39800 59700 79600 99500 119400 139300 159200 179100 199000 218900 238800 258700 278600 298500 318400 338300 358200 378100 398000 417900 437800 457700 477600 497500 517400 537300 557200 577100 597000 616900 636800 656700 676600 696500 716400 736300 756200 776100 796000 815900 835800 855700 875600 895500 915400 935300 955200 975100 995000 1014900 1034800 1054700 1074600 1094500 1114400 1134300 1154200 1174100 1194000 1213900 1233800 1253700 1273600 1293500 1313400 1333300 1353200 1373100 1393000 1412900 1432800 1452700 1472600 1492500 1512400 1532300 1552200 1572100 1592000 1611900 1631800 1651700 1671600 1691500 1711400 1731300 1751200 1771100 1791000 1810900 1830800 1850700 1870600 1890500 1910400 1930300 1950200 1970100 1990000 2009900 2029800 2049700 2069600 2089500 2109400 2129300 2149200 2169100 2189000 2208900 2228800 2248700 2268600 2288500 2308400 2328300 2348200 2368100 2388000 2407900 2427800 2447700 2467600 2487500 2507400 2527300 2547200 2567100 2587000 2606900 2626800 2646700 2666600 2686500 2706400 2726300 2746200 2766100 2786000 2805900 2825800 2845700 2865600 2885500 2905400 2925300 2945200 2965100 2985000 3004900 3024800 3044700 3064600 3084500 3104400 3124300 3144200 3164100 3184000 3203900 3223800 3243700 3263600 3283500 3303400 3323300 3343200 3363100 3383000 3402900 3422800 3442700 3462600 3482500 3502400 3522300 3542200 3562100 3582000 3601900 3621800 3641700 3661600 3681500 3701400 3721300 3741200 3761100 3781000 3800900 3820800 3840700 3860600 3880500 3900400 3920300 3940200 3960100
0 19900 39800 59700 79600 99500 119400 139300 159200 179100 199000 218900 238800 258700 278600 298500 318400 338300 358200 378100 398000 417900 437800 457700 477600 497500 517400 537300 557200 577100 597000 616900 636800 656700 676600 696500 716400 736300 756200 776100 796000 815900 835800 855700 875600 895500 915400 935300 955200 975100 995000 1014900 1034800 1054700 1074600 1094500 1114400 1134300 1154200 1174100 1194000 1213900 1233800 1253700 1273600 1293500 1313400 1333300 1353200 1373100 1393000 1412900 1432800 1452700 1472600 1492500 1512400 1532300 1552200 1572100 1592000 1611900 1631800 1651700 1671600 1691500 1711400 1731300 1751200 1771100 1791000 1810900 1830800 1850700 1870600 1890500 1910400 1930300 1950200 1970100 1990000 2009900 2029800 2049700 2069600 2089500 2109400 2129300 2149200 2169100 2189000 2208900 2228800 2248700 2268600 2288500 2308400 2328300 2348200 2368100 2388000 2407900 2427800 2447700 2467600 2487500 2507400 2527300 2547200 2567100 2587000 2606900 2626800 2646700 2666600 2686500 2706400 2726300 2746200 2766100 2786000 2805900 2825800 2845700 2865600 2885500 2905400 2925300 2945200 2965100 2985000 3004900 3024800 3044700 3064600 3084500 3104400 3124300 3144200 3164100 3184000 3203900 3223800 3243700 3263600 3283500 3303400 3323300 3343200 3363100 3383000 3402900 3422800 3442700 3462600 3482500 3502400 3522300 3542200 3562100 3582000 3601900 3621800 3641700 3661600 3681500 3701400 3721300 3741200 3761100 3781000 3800900 3820800 3840700 3860600 3880500 3900400 3920300 3940200 3960100
0 19900 39800 59700 79600 99500 119400 139300 159200 179100 199000 218900 238800 258700 278600 298500 318400 338300 358200 378100 398000 417900 437800 457700 477600 497500 517400 537300 557200 577100 597000 616900 636800 656700 676600 696500 716400 736300 756200 776100 796000 815900 835800 855700 875600 895500 915400 935300 955200 975100 995000 1014900 1034800 1054700 1074600 1094500 1114400 1134300 1154200 1174100 1194000 1213900 1233800 1253700 1273600 1293500 1313400 1333300 1353200 1373100 1393000 1412900 1432800 1452700 1472600 1492500 1512400 1532300 1552200 1572100 1592000 1611900 1631800 1651700 1671600 1691500 1711400 1731300 1751200 1771100 1791000 1810900 1830800 1850700 1870600 1890500 1910400 1930300 1950200 1970100 1990000 2009900 2029800 2049700 2069600 2089500 2109400 2129300 2149200 2169100 2189000 2208900 2228800 2248700 2268600 2288500 2308400 2328300 2348200 2368100 2388000 2407900 2427800 2447700 2467600 2487500 2507400 2527300 2547200 2567100 2587000 2606900 2626800 2646700 2666600 2686500 2706400 2726300 2746200 2766100 2786000 2805900 2825800 2845700 2865600 2885500 2905400 2925300 2945200 2965100 2985000 3004900 3024800 3044700 3064600 3084500 3104400 3124300 3144200 3164100 3184000 3203900 3223800 3243700 3263600 3283500 3303400 3323300 3343200 3363100 3383000 3402900 3422800 3442700 3462600 3482500 3502400 3522300 3542200 3562100 3582000 3601900 3621800 3641700 3661600 3681500 3701400 3721300 3741200 3761100 3781000 3800900 3820800 3840700 3860600 3880500 3900400 3920300 3940200 3960100
0 19900 39800 59700 79600 99500 119400 139300 159200 179100 199000 218900 238800 258700 278600 298500 318400 338300 358200 378100 398000 417900 437800 457700 477600 497500 517400 537300 557200 577100 597000 616900 636800 656700 676600 696500 716400 736300 756200 776100 796000 815900 835800 855700 875600 895500 915400 935300 955200 975100 995000 1014900 1034800 1054700 1074600 1094500 1114400 1134300 1154200 1174100 1194000 1213900 1233800 1253700 1273600 1293500 1313400 1333300 1353200 1373100 1393000 1412900 1432800 1452700 1472600 1492500 1512400 1532300 1552200 1572100 1592000 1611900 1631800 1651700 1671600 1691500 1711400 1731300 1751200 1771100 1791000 1810900 1830800 1850700 1870600 1890500 1910400 1930300 1950200 1970100 1990000 2009900 2029800 2049700 2069600 2089500 2109400 2129300 2149200 2169100 2189000 2208900 2228800 2248700 2268600 2288500 2308400 2328300 2348200 2368100 2388000 2407900 2427800 2447700 2467600 2487500 2507400 2527300 2547200 2567100 2587000 2606900 2626800 2646700 2666600 2686500 2706400 2726300 2746200 2766100 2786000 2805900 2825800 2845700 2865600 2885500 2905400 2925300 2945200 2965100 2985000 3004900 3024800 3044700 3064600 3084500 3104400 3124300 3144200 3164100 3184000 3203900 3223800 3243700 3263600 3283500 3303400 3323300 3343200 3363100 3383000 3402900 3422800 3442700 3462600 3482500 3502400 3522300 3542200 3562100 3582000 3601900 3621800 3641700 3661600 3681500 3701400 3721300 3741200 3761100 3781000 3800900 3820800 3840700 3860600 3880500 3900400 3920300 3940200 3960100
0 19900 39800 59700 79600 99500 119400 139300 159200 179100 199000 218900 238800 258700 278600 298500 318400 338300 358200 378100 398000 417900 437800 457700 477600 497500 517400 537300 557200 577100 597000 616900 636800 656700 676600 696500 716400 736300 756200 776100 796000 815900 835800 855700 875600 895500 915400 935300 955200 975100 995000 1014900 1034800 1054700 1074600 1094500 1114400 1134300 1154200 1174100 1194000 1213900 1233800 1253700 1273600 1293500 1313400 1333300 1353200 1373100 1393000 1412900 1432800 1452700 1472600 1492500 1512400 1532300 1552200 1572100 1592000 1611900 1631800 1651700 1671600 1691500 1711400 1731300 1751200 1771100 1791000 1810900 1830800 1850700 1870600 1890500 1910400 1930300 1950200 1970100 1990000 2009900 2029800 2049700 2069600 2089500 2109400 2129300 2149200 2169100 2189000 2208900 2228800 2248700 2268600 2288500 2308400 2328300 2348200 2368100 2388000 2407900 2427800 2447700 2467600 2487500 2507400 2527300 2547200 2567100 2587000 2606900 2626800 2646700 2666600 2686500 2706400 2726300 2746200 2766100 2786000 2805900 2825800 2845700 2865600 2885500 2905400 2925300 2945200 2965100 2985000 3004900 3024800 3044700 3064600 3084500 3104400 3124300 3144200 3164100 3184000 3203900 3223800 3243700 3263600 3283500 3303400 3323300 3343200 3363100 3383000 3402900 3422800 3442700 3462600 3482500 3502400 3522300 3542200 3562100 3582000 3601900 3621800 3641700 3661600 3681500 3701400 3721300 3741200 3761100 3781000 3800900 3820800 3840700 3860600 3880500 3900400 3920300 3940200 3960100
0 19900 39800 59700 79600 99500 119400 139300 159200 179100 199000 218900 238800 258700 278600 298500 318400 338300 358200 378100 398000 417900 437800 457700 477600 497500 517400 537300 557200 577100 597000 616900 636800 656700 676600 696500 716400 736300 756200 776100 796000 815900 835800 855700 875600 895500 915400 935300 955200 975100 995000 1014900 1034800 1054700 1074600 1094500 1114400 1134300 1154200 1174100 1194000 1213900 1233800 1253700 1273600 1293500 1313400 1333300 1353200 1373100 1393000 1412900 1432800 1452700 1472600 1492500 1512400 1532300 1552200 1572100 1592000 1611900 1631800 1651700 1671600 1691500 1711400 1731300 1751200 1771100 1791000 1810900 1830800 1850700 1870600 1890500 1910400 1930300 1950200 1970100 1990000 2009900 2029800 2049700 2069600 2089500 2109400 2129300 2149200 2169100 2189000 2208900 2228800 2248700 2268600 2288500 2308400 2328300 2348200 2368100 2388000 2407900 2427800 2447700 2467600 2487500 2507400 2527300 2547200 2567100 2587000 2606900 2626800 2646700 2666600 2686500 2706400 2726300 2746200 2766100 2786000 2805900 2825800 2845700 2865600 2885500 2905400 2925300 2945200 2965100 2985000 3004900 3024800 3044700 3064600 3084500 3104400 3124300 3144200 3164100 3184000 3203900 3223800 3243700 3263600 3283500 3303400 3323300 3343200 3363100 3383000 3402900 3422800 3442700 3462600 3482500 3502400 3522300 3542200 3562100 3582000 3601900 3621800 3641700 3661600 3681500 3701400 3721300 3741200 3761100 3781000 3800900 3820800 3840700 3860600 3880500 3900400 3920300 3940200 3960100
0 19900 39800 59700 79600 99500 119400 139300 159200 179100 199000 218900 238800 258700 278600 298500 318400 338300 358200 378100 398000 417900 437800 457700 477600 497500 517400 537300 557200 577100 597000 616900 636800 656700 676600 696500 716400 736300 756200 776100 796000 815900 835800 855700 875600 895500 915400 935300 955200 975100 995000 1014900 1034800 1054700 1074600 1094500 1114400 1134300 1154200 1174100 1194000 1213900 1233800 1253700 1273600 1293500 1313400 1333300 1353200 1373100 1393000 1412900 1432800 1452700 1472600 1492500 1512400 1532300 1552200 1572100 1592000 1611900 1631800 1651700 1671600 1691500 1711400 1731300 1751200 1771100 1791000 1810900 1830800 1850700 1870600 1890500 1910400 1930300 1950200 1970100 1990000 2009900 2029800 2049700 2069600 2089500 2109400 2129300 2149200 2169100 2189000 2208900 2228800 2248700 2268600 2288500 2308400 2328300 2348200 2368100 2388000 2407900 2427800 2447700 2467600 2487500 2507400 2527300 2547200 2567100 2587000 2606900 2626800 2646700 2666600 2686500 2706400 2726300 2746200 2766100 2786000 2805900 2825800 2845700 2865600 2885500 2905400 2925300 2945200 2965100 2985000 3004900 3024800 3044700 3064600 3084500 3104400 3124300 3144200 3164100 3184000 3203900 3223800 3243700 3263600 3283500 3303400 3323300 3343200 3363100 3383000 3402900 3422800 3442700 3462600 3482500 3502400 3522300 3542200 3562100 3582000 3601900 3621800 3641700 3661600 3681500 3701400 3721300 3741200 3761100 3781000 3800900 3820800 3840700 3860600 3880500 3900400 3920300 3940200 3960100
